'ArbNum', 'Date-4EST', 'Spread', 'Sym_1_Price', 'Sym_2_Price', 'Sym_1_UPnL', 'Sym_2_UPnL', 'Sym_1_RPnL', 'Sym_2_RPnL', 'Tot_UPnL', 'Tot_RPnL', 'Cointegrated', 'P_Value', 'T_Value', 'C_Value', 'Hedge_Ratio', 'Zero_Crossings', 'Z_Score', 'Correlation', 'SRSI', 'ADF'
6005,2022-10-01 12:35:36,-0.0317777,1.715,1.222,0.0,-0.0,-0.184808,-0.188139,0.0,-0.372948,1,0.01,-3.87,None,1.42944,20.0,-3.564,95.1845,1,-2.60682
6005,2022-10-01 12:36:36,-0.0289275,1.715,1.22,0.0,0.2566,-0.184808,-0.188139,0.2566,-0.372948,1,0.01,-3.89,None,1.42945,20.0,-3.47045,95.1881,1,-2.61384
6005,2022-10-01 12:36:42,-0.0324875,1.71,1.219,-0.449,0.3849,-0.184808,-0.188139,-0.0641,-0.372948,1,0.01,-3.86,None,1.42944,20.0,-3.58522,95.1823,1,-2.60499
6005,2022-10-01 12:36:56,-0.0324875,1.71,1.218,-0.449,0.5132,-0.184808,-0.188139,0.0642,-0.372948,1,0.01,-3.86,None,1.42944,20.0,-3.58522,95.1823,1,-2.60499
6005,2022-10-01 12:37:02,-0.0296372,1.71,1.217,-0.449,0.6415,-0.184808,-0.188139,0.1925,-0.372948,1,0.01,-3.87,None,1.42945,20.0,-3.49505,95.1861,1,-2.61215
6005,2022-10-01 12:37:10,-0.0275023,1.715,1.218,0.0,0.5132,-0.184808,-0.188139,0.5132,-0.372948,1,0.01,-3.89,None,1.42945,20.0,-3.41818,95.1898,1,-2.61715
6005,2022-10-01 12:37:23,-0.024652,1.715,1.217,0.0,0.6415,-0.184808,-0.188139,0.6415,-0.372948,1,0.01,-3.91,None,1.42946,20.0,-3.30097,95.193,1,-2.82987
6005,2022-10-01 12:37:29,-0.0260772,1.715,1.216,0.0,0.7698,-0.184808,-0.188139,0.7698,-0.372948,1,0.01,-3.9,None,1.42946,20.0,-3.36181,95.1915,1,-2.62031
6005,2022-10-01 12:37:36,-0.024652,1.715,1.218,0.0,0.5132,-0.184808,-0.188139,0.5132,-0.372948,1,0.01,-3.91,None,1.42946,20.0,-3.30097,95.193,1,-2.82987
6005,2022-10-01 12:37:43,-0.0260772,1.715,1.217,0.0,0.6415,-0.184808,-0.188139,0.6415,-0.372948,1,0.01,-3.9,None,1.42946,20.0,-3.36181,95.1915,1,-2.62031
6005,2022-10-01 12:37:49,-0.024652,1.715,1.217,0.0,0.6415,-0.184808,-0.188139,0.6415,-0.372948,1,0.01,-3.91,None,1.42946,20.0,-3.30097,95.193,1,-2.82987
6005,2022-10-01 12:38:09,-0.024652,1.715,1.216,0.0,0.7698,-0.184808,-0.188139,0.7698,-0.372948,1,0.01,-3.91,None,1.42946,20.0,-3.30097,95.193,1,-2.82987
