'ArbNum', 'Date-4EST', 'Spread', 'Sym_1_Price', 'Sym_2_Price', 'Sym_1_UPnL', 'Sym_2_UPnL', 'Sym_1_RPnL', 'Sym_2_RPnL', 'Tot_UPnL', 'Tot_RPnL', 'Cointegrated', 'P_Value', 'T_Value', 'C_Value', 'Hedge_Ratio', 'Zero_Crossings', 'Z_Score', 'Correlation', 'SRSI', 'ADF'
5616,2022-09-27 22:49:57,-0.00940478,0.1393,0.2719,-0.638,-0.2772,-0.214062,-0.225779,-0.9152,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:03,-0.00940478,0.1393,0.2713,-0.638,0.1386,-0.214062,-0.225779,-0.4994,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:06,-0.00940478,0.1393,0.2708,-0.638,0.4851,-0.214062,-0.225779,-0.1529,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:09,-0.00940478,0.1391,0.2696,-0.8932,1.3167,-0.214062,-0.225779,0.4235,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:12,-0.00940478,0.139,0.2696,-1.0208,1.3167,-0.214062,-0.225779,0.2959,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:15,-0.00940478,0.139,0.2695,-1.0208,1.386,-0.214062,-0.225779,0.3652,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:19,-0.00940478,0.1392,0.2697,-0.7656,1.2474,-0.214062,-0.225779,0.4818,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:25,-0.00940478,0.1392,0.2694,-0.7656,1.4553,-0.214062,-0.225779,0.6897,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:28,-0.00940478,0.1392,0.2695,-0.7656,1.386,-0.214062,-0.225779,0.6204,-0.439841,1,0.01,-4.07,-3.35,0.543575,21.0,-3.60148,95.7603,-1,-2.98298
5616,2022-09-27 22:50:34,-0.00913384,0.1392,0.2689,-0.7656,1.8018,-0.214062,-0.225779,1.0362,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:50:40,-0.00913384,0.1392,0.2686,-0.7656,2.0097,-0.214062,-0.225779,1.2441,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:50:50,-0.00913384,0.1392,0.2673,-0.7656,2.9106,-0.214062,-0.225779,2.145,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:50:53,-0.00913384,0.1392,0.2678,-0.7656,2.5641,-0.214062,-0.225779,1.7985,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:50:56,-0.00913384,0.1392,0.268,-0.7656,2.4255,-0.214062,-0.225779,1.6599,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:50:59,-0.00913384,0.1392,0.2678,-0.7656,2.5641,-0.214062,-0.225779,1.7985,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:51:02,-0.00913384,0.1392,0.2677,-0.7656,2.6334,-0.214062,-0.225779,1.8678,-0.439841,1,0.0,-4.11,-3.35,0.543578,21.0,-3.56527,95.7843,-1,-3.01722
5616,2022-09-27 22:51:27,-0.00730001,0.1392,0.2677,-0.7656,2.6334,-0.214062,-0.225779,1.8678,-0.439841,1,0.0,-4.34,-3.35,0.543599,21.0,-3.24823,95.9209,-1,-3.06061
5616,2022-09-27 22:51:30,-0.00730001,0.1392,0.268,-0.7656,2.4255,-0.214062,-0.225779,1.6599,-0.439841,1,0.0,-4.34,-3.35,0.543599,21.0,-3.24823,95.9209,-1,-3.06061
5616,2022-09-27 22:51:33,-0.00730001,0.1392,0.2676,-0.7656,2.7027,-0.214062,-0.225779,1.9371,-0.439841,1,0.0,-4.34,-3.35,0.543599,21.0,-3.24823,95.9209,-1,-3.06061
5616,2022-09-27 22:51:36,-0.00730001,0.1392,0.2678,-0.7656,2.5641,-0.214062,-0.225779,1.7985,-0.439841,1,0.0,-4.34,-3.35,0.543599,21.0,-3.24823,95.9209,-1,-3.06061
5616,2022-09-27 22:51:42,-0.00632446,0.1392,0.2678,-0.7656,2.5641,-0.214062,-0.225779,1.7985,-0.439841,1,0.0,-4.44,-3.35,0.54361,21.0,-3.01212,95.9774,-1,-2.61165
5616,2022-09-27 22:51:49,-0.00632446,0.1393,0.2675,-0.638,2.772,-0.214062,-0.225779,2.134,-0.439841,1,0.0,-4.44,-3.35,0.54361,21.0,-3.01212,95.9774,-1,-2.61165
5616,2022-09-27 22:51:55,-0.00632446,0.1393,0.2679,-0.638,2.4948,-0.214062,-0.225779,1.8568,-0.439841,1,0.0,-4.44,-3.35,0.54361,21.0,-3.01212,95.9774,-1,-2.61165
5616,2022-09-27 22:52:07,-0.00632446,0.1393,0.2677,-0.638,2.6334,-0.214062,-0.225779,1.9954,-0.439841,1,0.0,-4.44,-3.35,0.54361,21.0,-3.01212,95.9774,-1,-2.61165
5616,2022-09-27 22:52:19,-0.00637865,0.1393,0.2677,-0.638,2.6334,-0.214062,-0.225779,1.9954,-0.439841,1,0.0,-4.43,-3.35,0.54361,21.0,-3.02679,95.9746,-1,-2.60798
5616,2022-09-27 22:52:26,-0.00637865,0.1393,0.2667,-0.638,3.3264,-0.214062,-0.225779,2.6884,-0.439841,1,0.0,-4.43,-3.35,0.54361,21.0,-3.02679,95.9746,-1,-2.60798
