'ArbNum', 'Date-4EST', 'Spread', 'Sym_1_Price', 'Sym_2_Price', 'Sym_1_UPnL', 'Sym_2_UPnL', 'Sym_1_RPnL', 'Sym_2_RPnL', 'Tot_UPnL', 'Tot_RPnL', 'Cointegrated', 'P_Value', 'T_Value', 'C_Value', 'Hedge_Ratio', 'Zero_Crossings', 'Z_Score', 'Correlation', 'SRSI', 'ADF'
5677,2022-09-28 12:22:12,-0.724417,17.25,0.0115,-0.044,-0.0,-0.182213,-0.190164,-0.044,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:16,-0.724417,17.25,0.01149,-0.044,0.1378,-0.182213,-0.190164,0.0938,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:19,-0.724417,17.25,0.011475,-0.044,0.3445,-0.182213,-0.190164,0.3005,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:23,-0.724417,17.25,0.011455,-0.044,0.6201,-0.182213,-0.190164,0.5761,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:30,-0.724417,17.25,0.01147,-0.044,0.4134,-0.182213,-0.190164,0.3694,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:34,-0.724417,17.23,0.011485,-0.22,0.2067,-0.182213,-0.190164,-0.0133,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:38,-0.724417,17.23,0.01147,-0.22,0.4134,-0.182213,-0.190164,0.1934,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:41,-0.724417,17.23,0.011475,-0.22,0.3445,-0.182213,-0.190164,0.1245,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:45,-0.724417,17.23,0.01148,-0.22,0.2756,-0.182213,-0.190164,0.0556,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:48,-0.724417,17.225,0.01148,-0.264,0.2756,-0.182213,-0.190164,0.0116,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:56,-0.724417,17.225,0.01149,-0.264,0.1378,-0.182213,-0.190164,-0.1262,-0.372377,1,0.02,-3.72,-3.35,1571.94,36.0,-3.92955,91.5946,-1,-1.56177
5677,2022-09-28 12:22:59,-0.819136,17.225,0.01149,-0.264,0.1378,-0.182213,-0.190164,-0.1262,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:03,-0.819136,17.225,0.011475,-0.264,0.3445,-0.182213,-0.190164,0.0805,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:07,-0.819136,17.22,0.01146,-0.308,0.5512,-0.182213,-0.190164,0.2432,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:11,-0.819136,17.22,0.01147,-0.308,0.4134,-0.182213,-0.190164,0.1054,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:15,-0.819136,17.195,0.011485,-0.528,0.2067,-0.182213,-0.190164,-0.3213,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:19,-0.819136,17.205,0.011475,-0.44,0.3445,-0.182213,-0.190164,-0.0955,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:23,-0.819136,17.195,0.011465,-0.528,0.4823,-0.182213,-0.190164,-0.0457,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:31,-0.819136,17.195,0.01144,-0.528,0.8268,-0.182213,-0.190164,0.2988,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:38,-0.819136,17.195,0.011435,-0.528,0.8957,-0.182213,-0.190164,0.3677,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:42,-0.819136,17.195,0.01143,-0.528,0.9646,-0.182213,-0.190164,0.4366,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:46,-0.819136,17.195,0.011425,-0.528,1.0335,-0.182213,-0.190164,0.5055,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:49,-0.819136,17.195,0.01143,-0.528,0.9646,-0.182213,-0.190164,0.4366,-0.372377,1,0.02,-3.65,-3.35,1571.91,36.0,-4.04073,91.5509,-1,-1.50004
5677,2022-09-28 12:23:53,-0.836223,17.19,0.011425,-0.572,1.0335,-0.182213,-0.190164,0.4615,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:23:57,-0.836223,17.19,0.01141,-0.572,1.2402,-0.182213,-0.190164,0.6682,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:01,-0.836223,17.19,0.011405,-0.572,1.3091,-0.182213,-0.190164,0.7371,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:04,-0.836223,17.19,0.0114,-0.572,1.378,-0.182213,-0.190164,0.806,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:08,-0.836223,17.19,0.011375,-0.572,1.7225,-0.182213,-0.190164,1.1505,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:12,-0.836223,17.19,0.011365,-0.572,1.8603,-0.182213,-0.190164,1.2883,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:20,-0.836223,17.19,0.011345,-0.572,2.1359,-0.182213,-0.190164,1.5639,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:23,-0.836223,17.185,0.01133,-0.616,2.3426,-0.182213,-0.190164,1.7266,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:27,-0.836223,17.185,0.011295,-0.616,2.8249,-0.182213,-0.190164,2.2089,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:31,-0.836223,17.185,0.011315,-0.616,2.5493,-0.182213,-0.190164,1.9333,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:35,-0.836223,17.185,0.01133,-0.616,2.3426,-0.182213,-0.190164,1.7266,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:39,-0.836223,17.185,0.01132,-0.616,2.4804,-0.182213,-0.190164,1.8644,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:43,-0.836223,17.185,0.011315,-0.616,2.5493,-0.182213,-0.190164,1.9333,-0.372377,1,0.02,-3.63,-3.35,1571.91,36.0,-4.05634,91.5403,-1,-1.48875
5677,2022-09-28 12:24:47,-0.690934,17.17,0.011325,-0.748,2.4115,-0.182213,-0.190164,1.6635,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:24:51,-0.690934,17.175,0.01133,-0.704,2.3426,-0.182213,-0.190164,1.6386,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:24:55,-0.690934,17.17,0.011325,-0.748,2.4115,-0.182213,-0.190164,1.6635,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:24:59,-0.690934,17.18,0.01134,-0.66,2.2048,-0.182213,-0.190164,1.5448,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:25:06,-0.690934,17.185,0.01135,-0.616,2.067,-0.182213,-0.190164,1.451,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:25:10,-0.690934,17.185,0.01134,-0.616,2.2048,-0.182213,-0.190164,1.5888,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:25:14,-0.690934,17.185,0.01133,-0.616,2.3426,-0.182213,-0.190164,1.7266,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:25:21,-0.690934,17.185,0.011325,-0.616,2.4115,-0.182213,-0.190164,1.7955,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:25:25,-0.690934,17.185,0.011305,-0.616,2.6871,-0.182213,-0.190164,2.0711,-0.372377,1,0.02,-3.74,-3.35,1571.95,36.0,-3.87705,91.6066,-1,-1.58317
5677,2022-09-28 12:25:29,-0.632527,17.185,0.011305,-0.616,2.6871,-0.182213,-0.190164,2.0711,-0.372377,1,0.01,-3.78,-3.35,1571.97,36.0,-3.76171,91.6302,-1,-1.61984
