'ArbNum', 'Date-4EST', 'Spread', 'Sym_1_Price', 'Sym_2_Price', 'Sym_1_UPnL', 'Sym_2_UPnL', 'Sym_1_RPnL', 'Sym_2_RPnL', 'Tot_UPnL', 'Tot_RPnL', 'Cointegrated', 'P_Value', 'T_Value', 'C_Value', 'Hedge_Ratio', 'Zero_Crossings', 'Z_Score', 'Correlation', 'SRSI', 'ADF'
5921,2022-09-30 04:01:25,0.000215809,0.03383,6.422,-0.1572,0.738,-0.159731,-0.158867,0.5808,-0.318598,1,0.0,-4.45,-3.35,0.00520706,21.0,-2.62351,92.393,1,-2.40981
5921,2022-09-30 04:01:30,0.000215809,0.03383,6.42,-0.1572,0.779,-0.159731,-0.158867,0.6218,-0.318598,1,0.0,-4.45,-3.35,0.00520706,21.0,-2.62351,92.393,1,-2.40981
5921,2022-09-30 04:01:34,0.000361179,0.03383,6.4235,-0.1572,0.70725,-0.159731,-0.158867,0.55005,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:01:38,0.000361179,0.03383,6.4215,-0.1572,0.74825,-0.159731,-0.158867,0.59105,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:01:43,0.000361179,0.03383,6.4185,-0.1572,0.80975,-0.159731,-0.158867,0.65255,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:01:47,0.000361179,0.03383,6.4365,-0.1572,0.44075,-0.159731,-0.158867,0.28355,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:01:51,0.000361179,0.03383,6.448,-0.1572,0.205,-0.159731,-0.158867,0.0478,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:01:56,0.000361179,0.03383,6.4485,-0.1572,0.19475,-0.159731,-0.158867,0.03755,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:02:00,0.000361179,0.03383,6.4565,-0.1572,0.03075,-0.159731,-0.158867,-0.12645,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:02:04,0.000361179,0.03383,6.4555,-0.1572,0.05125,-0.159731,-0.158867,-0.10595,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:02:09,0.000361179,0.03383,6.4485,-0.1572,0.19475,-0.159731,-0.158867,0.03755,-0.318598,1,0.0,-4.44,-3.35,0.00520713,21.0,-2.15787,92.3897,1,-2.40253
5921,2022-09-30 04:02:13,0.000392331,0.03383,6.4395,-0.1572,0.37925,-0.159731,-0.158867,0.22205,-0.318598,1,0.0,-4.44,-3.35,0.00520714,21.0,-2.04238,92.3887,1,-2.40057
5921,2022-09-30 04:02:30,0.000392331,0.03383,6.435,-0.1572,0.4715,-0.159731,-0.158867,0.3143,-0.318598,1,0.0,-4.44,-3.35,0.00520714,21.0,-2.04238,92.3887,1,-2.40057
5921,2022-09-30 04:02:35,0.000392331,0.03383,6.4305,-0.1572,0.56375,-0.159731,-0.158867,0.40655,-0.318598,1,0.0,-4.44,-3.35,0.00520714,21.0,-2.04238,92.3887,1,-2.40057
5921,2022-09-30 04:02:39,0.000392331,0.03391,6.4255,0.1572,0.66625,-0.159731,-0.158867,0.82345,-0.318598,1,0.0,-4.44,-3.35,0.00520714,21.0,-2.04238,92.3887,1,-2.40057
5921,2022-09-30 04:02:52,0.000252151,0.03394,6.4255,0.2751,0.66625,-0.159731,-0.158867,0.94135,-0.318598,1,0.0,-4.45,-3.35,0.00520708,21.0,-2.51797,92.3924,1,-2.40828
5921,2022-09-30 04:03:01,0.000252151,0.03394,6.4195,0.2751,0.78925,-0.159731,-0.158867,1.06435,-0.318598,1,0.0,-4.45,-3.35,0.00520708,21.0,-2.51797,92.3924,1,-2.40828
5921,2022-09-30 04:03:05,0.000252151,0.03394,6.424,0.2751,0.697,-0.159731,-0.158867,0.9721,-0.318598,1,0.0,-4.45,-3.35,0.00520708,21.0,-2.51797,92.3924,1,-2.40828
5921,2022-09-30 04:03:09,0.000252151,0.03394,6.43,0.2751,0.574,-0.159731,-0.158867,0.8491,-0.318598,1,0.0,-4.45,-3.35,0.00520708,21.0,-2.51797,92.3924,1,-2.40828
5921,2022-09-30 04:03:14,0.000252151,0.03394,6.4405,0.2751,0.35875,-0.159731,-0.158867,0.63385,-0.318598,1,0.0,-4.45,-3.35,0.00520708,21.0,-2.51797,92.3924,1,-2.40828
5921,2022-09-30 04:03:18,0.000252151,0.03394,6.4325,0.2751,0.52275,-0.159731,-0.158867,0.79785,-0.318598,1,0.0,-4.45,-3.35,0.00520708,21.0,-2.51797,92.3924,1,-2.40828
